FID_TidalC,OBJECTID,Name,CreekID,Total_m,slope,LDI_WS,WS_SoilA,WS_Soilb,WS_Soilc,WS_Soild,WS_Soil_,phos_wbid,Pass_Dist_,TN_UAL,TP_UAL,H2o_UAL,TN_Load,TP_Load,H2o_Load,Shape_Leng,LDI_Buffer,Class,Acres_Buff,Acres_WS,FID_WBID_R,OBJECTID_1,FID_Master,HUC,WBID,DISTRICT,PLANUNIT,GROUP_NUM,GROUP_NAME,BASIN_1,WBUNIT,BODY,CLASS_1,CHANGES,WBID_Edits,Miles,ParentWBID,areaPH,Acres,Shape_Le_1,Shape_Area,OpenWater
5,6,Catfish Creek,CC06,5966.92050560000,0.00000000000,2.18267278310,0.00251746430,0.14581420230,,0.74609596040,0.10557237290,632.72200000000,3714.23577300000,0.75311658560,0.09225065030,3993.23897170000,21310.14811500000,2610.31964950000,112992484.27000000000,5962.68667274000,1.11807506830,C,93.10382731200,28295.94849400000,4796,4657,4657,03100201,2078B,SD,Lemon Bay,Group 2,Charlotte Harbor,CORAL CREEK (EAST BRANCH),sq. miles,ESTUARY,2,"Waterbody Name revised, Run 34; Waterbody Class changed from 3M to 2, Run 55 - D.Tyler",,0.25372000000,,10926695.57960000000,2700.04527936000,15632.45947210000,10926695.57960000000,
5,6,Catfish Creek,CC06,5966.92050560000,0.00000000000,2.18267278310,0.00251746430,0.14581420230,,0.74609596040,0.10557237290,632.72200000000,3714.23577300000,0.75311658560,0.09225065030,3993.23897170000,21310.14811500000,2610.31964950000,112992484.27000000000,5962.68667274000,1.11807506830,C,93.10382731200,28295.94849400000,4798,4659,4659,03100103,2080,SD,Charlotte Harbor Proper,Group 2,Charlotte Harbor,CATFISH CREEK BAYOU,,ESTUARY,3M,,"WBID modified, Run 42 - B.Ralys",0.00000000000,,19334213.49200000000,4777.58820030000,25320.11592250000,19334213.49200000000,
6,7,,CC07,1226.00990720000,0.00000000000,2.18267278310,0.00251746430,0.14581420230,,0.74609596040,0.10557237290,632.72200000000,8316.02274300000,0.75311658560,0.09225065030,3993.23897170000,21310.14811500000,2610.31964950000,112992484.27000000000,1225.85456486000,1.00000000000,C,23.03453779500,28295.94849400000,820,590,2662,03100103,2066,SD,Charlotte Harbor Proper,Group 2,Charlotte Harbor,DIRECT RUNOFF TO BAY,sq. miles,ESTUARY,3M,,"WBID modified, Run 42 - B.Ralys",1.66205000000,,62138026.62480000000,15354.64077270000,45216.85444130000,62138026.62480000000,
6,7,,CC07,1226.00990720000,0.00000000000,2.18267278310,0.00251746430,0.14581420230,,0.74609596040,0.10557237290,632.72200000000,8316.02274300000,0.75311658560,0.09225065030,3993.23897170000,21310.14811500000,2610.31964950000,112992484.27000000000,1225.85456486000,1.00000000000,C,23.03453779500,28295.94849400000,3292,3141,4660,03100103,2065C,SD,Charlotte Harbor Proper,Group 2,Charlotte Harbor,CHARLOTTE HARBOR (MIDDLE SEGMENT2),sq. miles,ESTUARY,2,"Waterbody Name revised, Run 34","WBID modified, Run 42 - B.Ralys",14.94821000000,,54433251.69280000000,13450.74942400000,52351.36182079990,54433251.69280000000,
7,8,Big Muddy Creek,CC08,1504.46943420000,0.00000000000,2.18267278310,0.00251746430,0.14581420230,,0.74609596040,0.10557237290,626.74098704000,38549.62100600000,0.54948477150,0.07375032380,18150.01400000000,15548.19279300000,2086.83536420000,513571861.31000000000,1505.33196005000,1.00000000000,C,34.21033626500,28295.94849400000,820,590,2662,03100103,2066,SD,Charlotte Harbor Proper,Group 2,Charlotte Harbor,DIRECT RUNOFF TO BAY,sq. miles,ESTUARY,3M,,"WBID modified, Run 42 - B.Ralys",1.66205000000,,62138026.62480000000,15354.64077270000,45216.85444130000,62138026.62480000000,
8,9,,CC09,1994.38056130000,0.00000000000,2.18267278310,0.00251746430,0.14581420230,,0.74609596040,0.10557237290,632.72200000000,38164.27984000000,0.53917235480,0.07066640740,18276.35647100000,15256.39318200000,1999.57302390000,517146841.36000000000,1993.43941795000,1.00000000000,C,44.22501254600,28295.94849400000,820,590,2662,03100103,2066,SD,Charlotte Harbor Proper,Group 2,Charlotte Harbor,DIRECT RUNOFF TO BAY,sq. miles,ESTUARY,3M,,"WBID modified, Run 42 - B.Ralys",1.66205000000,,62138026.62480000000,15354.64077270000,45216.85444130000,62138026.62480000000,
9,10,Trout Creek,CC10,12586.82054200000,0.00000620999,2.67930115460,0.00341539360,0.10770143480,,0.73918496710,0.14969820460,629.62077158000,37154.78752300000,1.89919153880,0.47737859060,1614.09490490000,96814.24860700000,24335.11765500000,82281003.36800000000,12589.80731620000,2.83488315280,D,257.39180730000,50976.55851500000,820,590,2662,03100103,2066,SD,Charlotte Harbor Proper,Group 2,Charlotte Harbor,DIRECT RUNOFF TO BAY,sq. miles,ESTUARY,3M,,"WBID modified, Run 42 - B.Ralys",1.66205000000,,62138026.62480000000,15354.64077270000,45216.85444130000,62138026.62480000000,
9,10,Trout Creek,CC10,12586.82054200000,0.00000620999,2.67930115460,0.00341539360,0.10770143480,,0.73918496710,0.14969820460,629.62077158000,37154.78752300000,1.89919153880,0.47737859060,1614.09490490000,96814.24860700000,24335.11765500000,82281003.36800000000,12589.80731620000,2.83488315280,D,257.39180730000,50976.55851500000,6612,6620,0,03100102,1991A,SD,Lower Myakka River,Group 3,Sarasota Bay - Peace - Myakka,MYAKKA RIVER,sq. miles,ESTUARY,2,,,6.50783000000,,51693345.60660000000,12773.70388540000,47232.27640690000,51693345.60660000000,
10,11,,CC100,2337.52050030000,0.00002644800,4.53964968040,0.00712683710,0.13599645840,,0.59294349380,0.26393321070,329.80000000000,40652.54439900000,0.15143107110,0.33243092280,1079.54653890000,7256.24813760000,15929.36803700000,51729526.20400000000,2335.82224013000,4.39755293460,D,44.90961330900,47917.82877200000,2710,2592,2714,03100101,2056E,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,SUNRISE WATERWAYS,sq. miles,ESTUARY,3M,"Waterbody Name revised, Waterbody Type changed from STREAM to ESTUARY and Waterbody Class changed from 3F to 3M, Run 37 - K.ODonnell",,1.04964000000,,84705917.75090000000,20931.28811840000,71608.97287090000,84705917.75090000000,
10,11,,CC100,2337.52050030000,0.00002644800,4.53964968040,0.00712683710,0.13599645840,,0.59294349380,0.26393321070,329.80000000000,40652.54439900000,0.15143107110,0.33243092280,1079.54653890000,7256.24813760000,15929.36803700000,51729526.20400000000,2335.82224013000,4.39755293460,D,44.90961330900,47917.82877200000,3801,3668,3870,03100101,2056B,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,MIDDLE PEACE RIVER ESTUARY (MIDDLE SEGMENT),sq. miles,ESTUARY,3M,"Waterbody Name revised, Run 34",,5.21544000000,,14855890.54770000000,3670.97050082000,20500.18613060000,14855890.54770000000,
11,12,,CC101,1543.23898100000,0.00006321670,5.57699331120,0.01194847880,0.18554368760,,0.72803631040,0.07447152310,329.80000000000,41157.73031600000,0.15143107110,0.33243092280,1079.54653890000,4317.64130340000,9478.35521440000,30780306.11700000000,1541.38792579000,3.81725188310,D,35.09989360800,28512.25492100000,2710,2592,2714,03100101,2056E,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,SUNRISE WATERWAYS,sq. miles,ESTUARY,3M,"Waterbody Name revised, Waterbody Type changed from STREAM to ESTUARY and Waterbody Class changed from 3F to 3M, Run 37 - K.ODonnell",,1.04964000000,,84705917.75090000000,20931.28811840000,71608.97287090000,84705917.75090000000,
12,13,,CC102,2363.76257350000,0.00000000000,5.57699331120,0.01194847880,0.18554368760,,0.72803631040,0.07447152310,329.80000000000,41711.96222900000,0.15143107110,0.33243092280,1079.54653890000,4317.64130340000,9478.35521440000,30780306.11700000000,2363.24102257000,1.28677840130,D,50.00246228400,28512.25492100000,2710,2592,2714,03100101,2056E,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,SUNRISE WATERWAYS,sq. miles,ESTUARY,3M,"Waterbody Name revised, Waterbody Type changed from STREAM to ESTUARY and Waterbody Class changed from 3F to 3M, Run 37 - K.ODonnell",,1.04964000000,,84705917.75090000000,20931.28811840000,71608.97287090000,84705917.75090000000,
13,14,,CC103,1860.01901810000,0.00009792770,3.84482297200,0.03803921370,0.04463098960,,0.82797209500,0.08935770170,329.80000000000,48830.42140000000,0.15143107110,0.33243092280,1079.54653890000,3990.38152230000,8759.93415210000,28447283.17000000000,1860.09029515000,3.33919975870,D,41.39034680500,26351.14109800000,3086,2995,3430,03100101,2056C1,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,PEACE RIVER ESTUARY (UPPER SEGMENT NORTH),sq. miles,ESTUARY,3M,,"WBID created (WBID 2056C was split into 2056C1 and 2056C2), Run 52 - R.Wiwi",0.91025000000,,19161687.66870000000,4734.95614094000,22457.48986070000,19161687.66870000000,
14,15,Lee Branch,CC104,12653.99027600000,0.00003864060,3.84482297200,0.03803921370,0.04463098960,,0.82797209500,0.08935770170,329.80000000000,48132.24775000000,0.15143107110,0.33243092280,1079.54653890000,3990.38152230000,8759.93415210000,28447283.17000000000,12656.71762610000,2.58836206570,D,302.89044631000,26351.14109800000,3085,2994,3428,03100101,2035,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,LEE BRANCH,miles,STREAM,3F,,,6.91800000000,,18306217.04280000000,4523.56474558000,20977.08688810000,18306217.04280000000,
15,16,,CC105,9677.00699050000,0.00003200000,3.84482297200,0.03803921370,0.04463098960,,0.82797209500,0.08935770170,329.80000000000,46346.69613000000,0.15143107110,0.33243092280,1079.54653890000,3990.38152230000,8759.93415210000,28447283.17000000000,9674.78586526000,2.54191214890,D,236.27386550000,26351.14109800000,4462,4358,4088,03100101,2041A,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,SHELL CREEK BELOW HENDRICKSON DAM,sq. miles,ESTUARY,3M,"Waterbody Type changed from STREAM to ESTUARY, Run 11 - K.Petrus","WBID created, Run 11 - K.Petrus",1.09254000000,,30404349.63400000000,7513.07841456000,27703.62070520000,30404349.63400000000,
15,16,,CC105,9677.00699050000,0.00003200000,3.84482297200,0.03803921370,0.04463098960,,0.82797209500,0.08935770170,329.80000000000,46346.69613000000,0.15143107110,0.33243092280,1079.54653890000,3990.38152230000,8759.93415210000,28447283.17000000000,9674.78586526000,2.54191214890,D,236.27386550000,26351.14109800000,4465,4361,4090,03100101,2041B,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,SHELL CREEK RESERVOIR (HAMILTON RESERVOIR),sq. miles,LAKE,1,"Waterbody Name revised, Run 34","WBID created, Run 15",0.21684000000,,12046104.20650000000,2976.65717513000,21775.53874990000,12046104.20650000000,
16,17,Rock Creek,CC15,5448.17868260000,0.00000000000,3.29141758940,0.01702130390,0.06822987900,,0.82794386390,0.08680495320,621.57973461000,45402.20086000000,1.89919153880,0.47737859060,1614.09490490000,27221.22037700000,6842.29449830000,23134914.10400000000,5443.87871289000,5.27020663000,D,106.14463604000,14333.05689300000,455,283,3707,03100102,2045,SD,Lower Myakka River,Group 3,Sarasota Bay - Peace - Myakka,ROCK CREEK,sq. miles,ESTUARY,3M,"Waterbody Type changed from STREAM to ESTUARY, Run 37 - K.ODonnell",,0.06777000000,,4611666.03721000000,1139.56749532000,10190.35452250000,4611666.03721000000,
16,17,Rock Creek,CC15,5448.17868260000,0.00000000000,3.29141758940,0.01702130390,0.06822987900,,0.82794386390,0.08680495320,621.57973461000,45402.20086000000,1.89919153880,0.47737859060,1614.09490490000,27221.22037700000,6842.29449830000,23134914.10400000000,5443.87871289000,5.27020663000,D,106.14463604000,14333.05689300000,1331,1194,4064,03100102,1991B,SD,Lower Myakka River,Group 3,Sarasota Bay - Peace - Myakka,MYAKKA RIVER,sq. miles,ESTUARY,2,,"WBID modified, Run 53 - R.Wiwi",2.08634000000,,26537386.81880000000,6557.53109300000,28440.07101670000,26537386.81880000000,
17,18,Apollo Waterway,CC16,1122.90272550000,0.00001823610,3.29599418740,0.00934226220,0.06448087660,,0.76849008610,0.15768677500,421.93527055000,44227.34534700000,1.89919153880,0.47737859060,1614.09490490000,70296.04302200000,17669.53214300000,59743571.17800000000,12935.02472470000,5.54695643160,D,20.80124246900,37013.66691400000,452,280,3703,03100102,2043,SD,Lower Myakka River,Group 3,Sarasota Bay - Peace - Myakka,APOLLO WATERWAY,sq. miles,ESTUARY,3M,"Waterbody Type changed from STREAM to ESTUARY and Waterbody Class changed from 3F to 3M, Run 38 - K.ODonnell",,0.13579000000,,11724697.76530000000,2897.23591388000,16290.84774280000,11724697.76530000000,
17,18,Apollo Waterway,CC16,1122.90272550000,0.00001823610,3.29599418740,0.00934226220,0.06448087660,,0.76849008610,0.15768677500,421.93527055000,44227.34534700000,1.89919153880,0.47737859060,1614.09490490000,70296.04302200000,17669.53214300000,59743571.17800000000,12935.02472470000,5.54695643160,D,20.80124246900,37013.66691400000,1331,1194,4064,03100102,1991B,SD,Lower Myakka River,Group 3,Sarasota Bay - Peace - Myakka,MYAKKA RIVER,sq. miles,ESTUARY,2,,"WBID modified, Run 53 - R.Wiwi",2.08634000000,,26537386.81880000000,6557.53109300000,28440.07101670000,26537386.81880000000,
17,18,Apollo Waterway,CC16,1122.90272550000,0.00001823610,3.29599418740,0.00934226220,0.06448087660,,0.76849008610,0.15768677500,421.93527055000,44227.34534700000,1.89919153880,0.47737859060,1614.09490490000,70296.04302200000,17669.53214300000,59743571.17800000000,12935.02472470000,5.54695643160,D,20.80124246900,37013.66691400000,1581,1434,3177,03100102,2010B,SD,Lower Myakka River,Group 3,Sarasota Bay - Peace - Myakka,SOUTH COCOPLUM WATERWAY,miles,STREAM,3F,,"WBID created, Run 49 (WBID 2010 split into 2010A and 2010B) - P.Flores",16.33100000000,,38746863.03920000000,9574.55837196000,51659.75290830000,38746863.03920000000,
17,18,Apollo Waterway,CC16,1122.90272550000,0.00001823610,3.29599418740,0.00934226220,0.06448087660,,0.76849008610,0.15768677500,421.93527055000,44227.34534700000,1.89919153880,0.47737859060,1614.09490490000,70296.04302200000,17669.53214300000,59743571.17800000000,12935.02472470000,5.54695643160,D,20.80124246900,37013.66691400000,3084,2993,3427,03100102,2025,SD,Lower Myakka River,Group 3,Sarasota Bay - Peace - Myakka,LAGOON WATERWAY,miles,STREAM,3F,,,4.17500000000,,9683213.69416000000,2392.77421372000,17132.16532220000,9683213.69416000000,
18,19,,CC17,2894.48292240000,0.00002352680,3.29888637760,0.00448947900,0.06211168840,,0.73091817220,0.20248066050,632.72200000000,42036.69106700000,1.89919153880,0.47737859060,1614.09490490000,43074.82264500000,10827.23764500000,36608657.07400000000,2892.05805017000,2.59908262540,D,54.60503072300,22680.61002000000,1331,1194,4064,03100102,1991B,SD,Lower Myakka River,Group 3,Sarasota Bay - Peace - Myakka,MYAKKA RIVER,sq. miles,ESTUARY,2,,"WBID modified, Run 53 - R.Wiwi",2.08634000000,,26537386.81880000000,6557.53109300000,28440.07101670000,26537386.81880000000,
18,19,,CC17,2894.48292240000,0.00002352680,3.29888637760,0.00448947900,0.06211168840,,0.73091817220,0.20248066050,632.72200000000,42036.69106700000,1.89919153880,0.47737859060,1614.09490490000,43074.82264500000,10827.23764500000,36608657.07400000000,2892.05805017000,2.59908262540,D,54.60503072300,22680.61002000000,6612,6620,0,03100102,1991A,SD,Lower Myakka River,Group 3,Sarasota Bay - Peace - Myakka,MYAKKA RIVER,sq. miles,ESTUARY,2,,,6.50783000000,,51693345.60660000000,12773.70388540000,47232.27640690000,51693345.60660000000,
19,20,Sam Knight Creek,CC18,4932.46797600000,0.00001046660,3.29888637760,0.00448947900,0.06211168840,,0.73091817220,0.20248066050,329.80000000000,40710.40933600000,1.89919153880,0.47737859060,1614.09490490000,43074.82264500000,10827.23764500000,36608657.07400000000,4934.71321075000,3.14747279240,D,88.04764940100,22680.61002000000,2890,2784,2717,03100102,2048A,SD,Lower Myakka River,Group 3,Sarasota Bay - Peace - Myakka,SAM KNIGHT CREEK,sq. miles,ESTUARY,3M,,,0.12729000000,,14998897.21410000000,3706.30821768000,21563.25682840000,14998897.21410000000,
20,21,Sam Knight Creek,CC19,3257.99534720000,0.00000000000,3.29888637760,0.00448947900,0.06211168840,,0.73091817220,0.20248066050,456.87894174000,41244.46304300000,1.89919153880,0.47737859060,1614.09490490000,43074.82264500000,10827.23764500000,36608657.07400000000,3255.64544826000,2.72925124510,D,64.48052239300,22680.61002000000,2890,2784,2717,03100102,2048A,SD,Lower Myakka River,Group 3,Sarasota Bay - Peace - Myakka,SAM KNIGHT CREEK,sq. miles,ESTUARY,3M,,,0.12729000000,,14998897.21410000000,3706.30821768000,21563.25682840000,14998897.21410000000,
21,22,,CC20,2059.05712120000,0.00002632800,3.29888637760,0.00448947900,0.06211168840,,0.73091817220,0.20248066050,345.83412055000,40827.10420600000,1.89919153880,0.47737859060,1614.09490490000,43074.82264500000,10827.23764500000,36608657.07400000000,2058.12397227000,2.77228592770,D,40.40947066200,22680.61002000000,2023,1904,4047,03100102,2055,SD,Lower Myakka River,Group 3,Sarasota Bay - Peace - Myakka,TIPPECANOE BAY,sq. miles,ESTUARY,2,"Waterbody Class changed from 3M to 2, Run 38 - K.ODonnell",,1.38602000000,,8022901.35337000000,1982.50209940000,16671.39244970000,8022901.35337000000,
21,22,,CC20,2059.05712120000,0.00002632800,3.29888637760,0.00448947900,0.06211168840,,0.73091817220,0.20248066050,345.83412055000,40827.10420600000,1.89919153880,0.47737859060,1614.09490490000,43074.82264500000,10827.23764500000,36608657.07400000000,2058.12397227000,2.77228592770,D,40.40947066200,22680.61002000000,2890,2784,2717,03100102,2048A,SD,Lower Myakka River,Group 3,Sarasota Bay - Peace - Myakka,SAM KNIGHT CREEK,sq. miles,ESTUARY,3M,,,0.12729000000,,14998897.21410000000,3706.30821768000,21563.25682840000,14998897.21410000000,
22,23,Huckaby Creek,CC21,2479.55971440000,0.00001104320,3.29888637760,0.00448947900,0.06211168840,,0.73091817220,0.20248066050,345.61965992000,39770.99133700000,0.85141788470,0.39048318910,1293.63583450000,19310.67700800000,8856.39693140000,29340449.87100000000,2478.44296916000,3.46833364330,D,49.46022902200,22680.61002000000,1819,1685,3081,03100101,2048B,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,HUCKABY CREEK,sq. miles,ESTUARY,3M,,"WBID modified, Run 38 - P.Kurisko",0.02910000000,,3991893.47573000000,986.41836009600,13090.23693370000,3991893.47573000000,
22,23,Huckaby Creek,CC21,2479.55971440000,0.00001104320,3.29888637760,0.00448947900,0.06211168840,,0.73091817220,0.20248066050,345.61965992000,39770.99133700000,0.85141788470,0.39048318910,1293.63583450000,19310.67700800000,8856.39693140000,29340449.87100000000,2478.44296916000,3.46833364330,D,49.46022902200,22680.61002000000,2023,1904,4047,03100102,2055,SD,Lower Myakka River,Group 3,Sarasota Bay - Peace - Myakka,TIPPECANOE BAY,sq. miles,ESTUARY,2,"Waterbody Class changed from 3M to 2, Run 38 - K.ODonnell",,1.38602000000,,8022901.35337000000,1982.50209940000,16671.39244970000,8022901.35337000000,
23,24,,CC22,898.05921431000,0.00001489460,3.29888637760,0.00448947900,0.06211168840,,0.73091817220,0.20248066050,330.45687523000,38169.92989800000,1.75937542080,0.46578316850,1571.33247910000,39903.70779900000,10564.24640000000,35638779.17000000000,896.58039388800,1.00000000000,D,10.01915057100,22680.61002000000,1731,1584,2636,03100101,2048C,SD,Lower Peace River,Group 3,Sarasota Bay - Peace - Myakka,FLOPBUCK CREEK,sq. miles,ESTUARY,3M,"Waterbody Type changed from STREAM to ESTUARY and Waterbody Class changed from 3F to 3M, Run 37 - K.ODonnell",,0.04387000000,,2113146.76978000000,522.16993864100,5947.30147683000,2113146.76978000000,
23,24,,CC22,898.05921431000,0.00001489460,3.29888637760,0.00448947900,0.06211168840,,0.73091817220,0.20248066050,330.45687523000,38169.92989800000,1.75937542080,0.46578316850,1571.33247910000,39903.70779900000,10564.24640000000,35638779.17000000000,896.58039388800,1.00000000000,D,10.01915057100,22680.61002000000,2023,1904,4047,03100102,2055,SD,Lower Myakka River,Group 3,Sarasota Bay - Peace - Myakka,TIPPECANOE BAY,sq. miles,ESTUARY,2,"Waterbody Class changed from 3M to 2, Run 38 - K.ODonnell",,1.38602000000,,8022901.35337000000,1982.50209940000,16671.39244970000,8022901.35337000000,
24,25,,CC23,1286.88463390000,0.00000000000,3.29888637760,0.00448947900,0.06211168840,,0.73091817220,0.20248066050,330.54877334000,38073.46478600000,1.62689385150,0.45479602540,1530.81330740000,36898.94499099990,10315.05129000000,34719779.63900000000,1288.07928435000,1.00000000000,D,22.21438403000,22680.61002000000,2023,1904,4047,03100102,2055,SD,Lower Myakka River,Group 3,Sarasota Bay - Peace - Myakka,TIPPECANOE BAY,sq. miles,ESTUARY,2,"Waterbody Class changed from 3M to 2, Run 38 - K.ODonnell",,1.38602000000,,8022901.35337000000,1982.50209940000,16671.39244970000,8022901.35337000000,
